Experiment Simple_Date Class_ID Participant_Private_ID Time_On_Task Condition Phase Trial Time_On_Trial Trial_Number RestudyDecision JoL Test Event_Index Response all_test_element_codings_as_one Test_Total_Correct
afstand was lang rondom afrika
mensen gingen kanaal graven
kanaal ontstond" 88 NA "0 2 4 0" 2
1 2022-06-13 cWs 6613735 22.75 SSI 2 Botox 249 6 Ja 2 ? 90 NA "0 0 0 0 0 0" 0
1 2022-06-13 cWs 6613736 19.7166666666667 SSI 1 Botox 431 1 Nee 0 "28 mensen dood in Amerika in ergens tussen 1970 en 2000
aangespannen spieren versoepelen
rimpels trekken weg
je ziet er jonger uit" 47 "28 mensen dood in Amerika in ergens tussen 1970 en 2000
aangespannen spieren versoepelen
rimpels trekken weg
je ziet er jonger uit" "1 2 3" 3
1 2022-06-13 cWs 6613736 19.7166666666667 SSI 1 Geld 471 2 Nee 0 "van gevaar wegblijven
vaak kort diep gelukkig/ongelukkig
wennen aan luxe
niet gelukkig op lange termijn
" 49 NA "0 2 3 4" 3
1 2022-06-13 cWs 6613736 19.7166666666667 SSI 1 Beton 488 3 Nee 0 "veel huizen hebben CV
beton droogt uit door warmte CV
beton krimpt een beetje
liften komen vast te zitten" 51 "veel huizen hebben CV
beton droogt uit door warmte CV
beton krimpt een beetje
liften komen vast te zitten" "1 2 3 4" 4
1 2022-06-13 cWs 6613736 19.7166666666667 SSI 2 Muziek 244 4 Nee 3 "Verbindingen in hersenen
Hoger IQ
Beter ruimtelijk inzicht
Helpt dingen herinneren
" 86 NA "0 4 2 3" 3
1 2022-06-13 cWs 6613736 19.7166666666667 SSI 2 Metro 285 5 Nee 4 "afval hoeft niet op andere manier worden verwerkt
kunstmatig rif aangelegd
meer plankton en zeefauna
meer vissen worden aangetrokken" 88 "afval hoeft niet op andere manier worden verwerkt
kunstmatig rif aangelegd
meer plankton en zeefauna
meer vissen worden aangetrokken" "1 2 3 4" 4
1 2022-06-13 cWs 6613736 19.7166666666667 SSI 2 Suez 294 6 Nee 0 ? 90 ? "0 0 0 0 0 0" 0
1 2022-06-13 cWs 6613738 50.5 No-SSI 1 Beton 1583 1 Ja 2 "bijna elke gebouw bevat cventrale verwarming
door de centrale verwarming wordt baton uitdroog 
gebouwen worden kleiner 
liften kunnen op een bepaalde moment bliven hangen " 35 "bijna elke gebouw bevat cventrale verwarming
door de centrale verwarming wordt baton uitdroog 
gebouwen worden kleiner 
liften kunnen op een bepaalde moment bliven hangen" "1 2 3 4" 4
1 2022-06-13 cWs 6613738 50.5 No-SSI 1 Suez 1599 2 Ja 3 "geen natuurlijk waterverband tussen 2 belangrijk oceanen 
schepen moesten een hele  rond maken rond het Afrikaanse continent 
kortere wegen waren nodig 
worst naar de kanaal gevraagd 


" 37 "geen natuurlijk waterverband tussen 2 belangrijk oceanen 
schepen moesten een hele  rond maken rond het Afrikaanse continent 
kortere wegen waren nodig 
worst naar de kanaal gevraagd 


" "1 2 3 4" 4
1 2022-06-13 cWs 6613738 50.5 No-SSI 1 Geld 1534 3 Ja 2 "? 
mensen kunnen op korte tijden of door ervaringen gelukkig of ongelukkig voelen 
mensen wenen snel  aan luxe 
geld maak je niet gelukkig op lange tijd " 39 "? 
mensen kunnen op korte tijden of door ervaringen gelukkig of ongelukkig voelen 
mensen wenen snel  aan luxe 
geld maak je niet gelukkig op lange tijd" "0 2 3 4" 3
1 2022-06-13 cWs 6613738 50.5 No-SSI 2 Metro 615 4 Ja 1 "?
" 74 "?
" "0 0 0 0 0 0" 0
1 2022-06-13 cWs 6613738 50.5 No-SSI 2 Botox 529 5 Ja 2 "gezicht=uitdruking verandert 
jij ziet jonger uit 
samengetroken spieren kunnen ontspannen
" 76 "gezicht=uitdruking verandert 
jij ziet jonger uit 
samengetroken spieren kunnen ontspannen
" "4 3 1" 3
1 2022-06-13 cWs 6613738 50.5 No-SSI 2 Muziek 472 6 Ja 2 "herrineringen ophalen 
beter scores bij IQ test 
beter  het  oplossen van wiskunde vaardigheden 
?" 78 "herrineringen ophalen 
beter scores bij IQ test 
beter  het  oplossen van wiskunde vaardigheden 
?" "3 4 2 0" 3
1 2022-06-13 cWs 6613780 39.5833333333333 SSI 1 Metro 805 1 Nee 2 "daardoor wordt het afval op een andere manier gelootst
er ontstaat een kunstmatig rif
er komt meer plankton
dat lokt andere zeedieren" 47 "daardoor wordt het afval op een andere manier gelootst
er ontstaat een kunstmatig rif
er komt meer plankton
dat lokt andere zeedieren" "0 2 3 4" 3
1 2022-06-13 cWs 6613780 39.5833333333333 SSI 1 Beton 717 2 Ja 3 "verwarmingscentrale in gebouwen
gebouwen worden van beton gebouwd
beton krimpt door de warmte
liftschachten worden kleiner" 49 "verwarmingscentrale in gebouwen
gebouwen worden van beton gebouwd
beton krimpt door de warmte
liftschachten worden kleiner" "1 3 0" 2
1 2022-06-13 cWs 6613780 39.5833333333333 SSI 1 Suez 768 3 Ja 3 "schepen moeten omvaren doordat er geen korte weg is 
de reis duurt langer
er wordt een kortere weg gemaakt voor schepen
kortere reistijd

" 51 "schepen moeten omvaren doordat er geen korte weg is 
de reis duurt langer
er wordt een kortere weg gemaakt voor schepen
kortere reistijd

" "2 0 4 Given" 2
1 2022-06-13 cWs 6613780 39.5833333333333 SSI 2 Geld 856 4 Ja 3 "Mensen zijn te veel bezig met gevaren
?
?
Mensen blijven niet lang gelukkig" 86 "Mensen zijn te veel bezig met gevaren
?
?
Mensen blijven niet lang gelukkig" "0 0 0 2" 1
1 2022-06-13 cWs 6613780 39.5833333333333 SSI 2 Botox 873 5 Ja 3 "De spieren ontspannen
verhelpt de rimpels rond je ogen
krijgt er een strakker gezicht van
mensen lijken jonger" 88 "De spieren ontspannen
verhelpt de rimpels rond je ogen
krijgt er een strakker gezicht van
mensen lijken jonger" "1 2 0 3" 3
1 2022-06-13 cWs 6613780 39.5833333333333 SSI 2 Muziek 880 6 Nee 2 "?
Beter in wiskunde
door muziek komen herinneringen naar boven
hoger iQ" 90 "?
Beter in wiskunde
door muziek komen herinneringen naar boven
hoger iQ" "0 2 3 4" 3
1 2022-06-15 BIB 6626638 30.2666666666667 SSI 1 Beton 706 1 Nee 4 "Als je beton en een centrale verwarming gebruikt in hetzelfde gebouw, is er de mogelijkheid dat het beton uitdroogt. Daardoor zal het gebouw krimpen en zullen er renovaties moeten komen. Bijvoorbeeld als de schasft van de lift te krap wordt." 47 "Als je beton en een centrale verwarming gebruikt in hetzelfde gebouw, is er de mogelijkheid dat het beton uitdroogt. Daardoor zal het gebouw krimpen en zullen er renovaties moeten komen. Bijvoorbeeld als de schasft van de lift te krap wordt." "1 2 3 Given 4" 4
1 2022-06-15 BIB 6626638 30.2666666666667 SSI 1 Geld 771 2 Ja 2 "Als je zoveel geld hebt is het zo dat je in luxe gaat leven, maar als je in constante luxe leeft is het niet meer speciaal. Om het leven dan nog een beetje speciaal te laten voelen zal je veel meer geld uit moeten geven zodat je nog een kick eruit krijgt. Daarom ben je veel gelukkiger als je streeft naar het noodzakelijke en de luxe voor speciale momenten houd." 49 NA "0 3 4 0" 2
1 2022-06-15 BIB 6626638 30.2666666666667 SSI 1 Botox 815 3 Nee 3 "Als je botox injecteerd worden de spiertje op die plek eigenlijk verlamt, je huis word strakgetrokken en mogelijk zie je er ook jonger uit. Er is de kans dat bij het stoppen van spiersamentrekkingen je ook je gezichtsuitdrukkingen permanent aantast." 51 "Als je botox injecteerd worden de spiertje op die plek eigenlijk verlamt, je huis word strakgetrokken en mogelijk zie je er ook jonger uit. Er is de kans dat bij het stoppen van spiersamentrekkingen je ook je gezichtsuitdrukkingen permanent aantast." "1 0 3 0" 2
1 2022-06-15 BIB 6626638 30.2666666666667 SSI 2 Metro 530 4 Nee 4 "Door het laten zinken van de wagons hoefden ze het afval dat erbij komt kijken niet op een andere manier weg te werken, ook werd op de eerst kale lege oceaanbodem een kunstamtig rif aan gelegt. Er kwam veel meer fauna bij de kust en ook kwamen er weer veel meer vissen. Wel vierhonderd keer meer fauna dan eerst." 86 "Door het laten zinken van de wagons hoefden ze het afval dat erbij komt kijken niet op een andere manier weg te werken, ook werd op de eerst kale lege oceaanbodem een kunstamtig rif aan gelegt. Er kwam veel meer fauna bij de kust en ook kwamen er weer veel meer vissen. Wel vierhonderd keer meer fauna dan eerst." "1 2 3 4 0" 4
1 2022-06-15 BIB 6626638 30.2666666666667 SSI 2 Muziek 582 5 Nee 4 "Je gaat verschillende delen van je hersenen nog meer gebruiken, daardoor zal je IQ hoger zijn dan het IQ van iemand die geen muziek speelt. Ook zou het je wiskunde vaardigheden kunnen verbeteren en muziek doet ook wonderen voor herrineringen ophalen. Iemand met Alzheimers zal zich bijvoorbeeld de muziek kunnen herinneren maar andere dingen niet" 88 "Je gaat verschillende delen van je hersenen nog meer gebruiken, daardoor zal je IQ hoger zijn dan het IQ van iemand die geen muziek speelt. Ook zou het je wiskunde vaardigheden kunnen verbeteren en muziek doet ook wonderen voor herrineringen ophalen. Iemand met Alzheimers zal zich bijvoorbeeld de muziek kunnen herinneren maar andere dingen niet" "1 4 2 3 0" 4
1 2022-06-15 BIB 6626638 30.2666666666667 SSI 2 Suez 686 6 Ja 1 "Vroeger moesten de handelsschepen om Afrika heen varen, dat was niet erg practisch. Dus ze hadden een kortere route nodig. Er werd een kanaal gegraven van de Atlantische oceaan naar de Indische oceaan, toen dat kanaal openging was de afstand die afgelegt moest worden met wel 40% ingekort." 90 "Vroeger moesten de handelsschepen om Afrika heen varen, dat was niet erg practisch. Dus ze hadden een kortere route nodig. Er werd een kanaal gegraven van de Atlantische oceaan naar de Indische oceaan, toen dat kanaal openging was de afstand die afgelegt moest worden met wel 40% ingekort." "2 3 4 1 Given" 4
1 2022-06-15 BIB 6626640 38.1833333333333 SSI 1 Botox 899 1 Ja 2 "Mensen willen het gebruiken om hun zenuwen te relaxen
Het wordt gebruikt om je rimpels weg te halen
Mensen gaan er jonger uitzien
" 47 "Mensen willen het gebruiken om hun zenuwen te relaxen
Het wordt gebruikt om je rimpels weg te halen
Mensen gaan er jonger uitzien
" "0 2 3" 2
1 2022-06-15 BIB 6626640 38.1833333333333 SSI 1 Geld 885 2 Ja 3 "Mensen zijn afhankelijk voor geluk van hun omgeving en van gevaar
?
Als je de loterij wint wil je graag nog meer winnen
Ze ervaren maar een kort geluksgevoel" 49 "Mensen zijn afhankelijk voor geluk van hun omgeving en van gevaar
?
Als je de loterij wint wil je graag nog meer winnen
Ze ervaren maar een kort geluksgevoel" "0 0 0 2" 1
1 2022-06-15 BIB 6626640 38.1833333333333 SSI 1 Metro 923 3 Nee 4 "De wagons en het afval ervan hoeven niet meer op andere manieren verwerkt te worden
De wagons laten een mensgemaakt rif ontstaan op de zeebodem
Veel plankton en zeefauna worden hierdoor aangetrokken
De plankton en zeefauna trekken grotere vissen aan" 51 "De wagons en het afval ervan hoeven niet meer op andere manieren verwerkt te worden
De wagons laten een mensgemaakt rif ontstaan op de zeebodem
Veel plankton en zeefauna worden hierdoor aangetrokken
De plankton en zeefauna trekken grotere vissen aan" "1 2 3 4" 4
1 2022-06-15 BIB 6626640 38.1833333333333 SSI 2 Beton 754 4 Nee 3 "Er zit vaak centrale verwarming in gebouwen
Beton kan uitdrogen door deze hitte
Het beton krimpt dan
De gebouwen krimpen dan ook
De lift blijft dan vastzitten na genoeg krimping." 86 "Er zit vaak centrale verwarming in gebouwen
Beton kan uitdrogen door deze hitte
Het beton krimpt dan
De gebouwen krimpen dan ook
De lift blijft dan vastzitten na genoeg krimping." "1 2 3 0 4" 4
1 2022-06-15 BIB 6626640 38.1833333333333 SSI 2 Muziek 683 5 Ja 4 "Je hersenfuncties worden beter en sneller
Je wiskundige vaardigheden worden beter
Je onthoudt muziek uit je jeugd nog als je oud bent
Je scoort hoger op een IQ-test." 88 "Je hersenfuncties worden beter en sneller
Je wiskundige vaardigheden worden beter
Je onthoudt muziek uit je jeugd nog als je oud bent
Je scoort hoger op een IQ-test." "0 2 3 4" 3
1 2022-06-15 BIB 6626640 38.1833333333333 SSI 2 Suez 688 6 Ja 3 "Er was geen verbinding tussen de Indische en Atlantische oceaan
Men moest om Afrika heen varen om van Rotterdam naar Jeddah te varen
De route moest korter worden
Het Suezkanaal tussen de twee oceanen werd gegraven
De route werd korter." 90 "Er was geen verbinding tussen de Indische en Atlantische oceaan
Men moest om Afrika heen varen om van Rotterdam naar Jeddah te varen
De route moest korter worden
Het Suezkanaal tussen de twee oceanen werd gegraven
De route werd korter." "1 2 3 4" 4
1 2022-06-15 BIB 6626641 20.4833333333333 SSI 1 Geld 555 1 Ja 2 "Om mensen van mogelijke gevaren te weerhouden kunnen we diepe ongeluk of geluk ervaren.
mensen raken dan snel gewend aan geld en alcohol.
daarom willen mensen steeds meer van iets dat ze gelukkig maakt.
En zijn lottomiljonairs niet gelukkig." 47 "Om mensen van mogelijke gevaren te weerhouden kunnen we diepe ongeluk of geluk ervaren.
mensen raken dan snel gewend aan geld en alcohol.
daarom willen mensen steeds meer van iets dat ze gelukkig maakt.
En zijn lottomiljonairs niet gelukkig." "0 3 4 Given" 2
1 2022-06-15 BIB 6626641 20.4833333333333 SSI 1 Beton 549 2 Nee 3 "door centrale verwarming droogt beton.
het gebouw krimpt dan.
liften blijven vasthangen.
en is er snel renovatie nodig." 49 "door centrale verwarming droogt beton.
het gebouw krimpt dan.
liften blijven vasthangen.
en is er snel renovatie nodig." "1 2 3 4 Given" 4
1 2022-06-15 BIB 6626641 20.4833333333333 SSI 1 Botox 542 3 Ja 1 "botox blokkeert weg tussen zenuwen en spieren.
het word gebruikt om rimpels weg te halen.
zodat mensen jonger lijken.
?" 51 "botox blokkeert weg tussen zenuwen en spieren.
het word gebruikt om rimpels weg te halen.
zodat mensen jonger lijken.
?" "Given 2 3 0" 2
1 2022-06-15 BIB 6626641 20.4833333333333 SSI 2 Suez 379 4 Ja 2 "Mensen moesten langs afrika om rotterdam te bereiken.
Mensen dachten dat het sneller kon.
oostenrijkse man besloot een kanaal te graven
afstand werd met 40 procent verkort" 86 "Mensen moesten langs afrika om rotterdam te bereiken.
Mensen dachten dat het sneller kon.
oostenrijkse man besloot een kanaal te graven
afstand werd met 40 procent verkort" "2 3 4 Given" 3
1 2022-06-15 BIB 6626641 20.4833333333333 SSI 2 Metro 332 5 Ja 0 ? 88 NA "0 0 0 0 0 0" 0
1 2022-06-15 BIB 6626641 20.4833333333333 SSI 2 Muziek 345 6 Nee 4 "muziek spelen maakt mensen slimmer.
laat verschillende delen gebruiken van de hersenen.
Helpt met het ruimtelijk inzicht.
Is goed voor het geheugen
" 90 "muziek spelen maakt mensen slimmer.
laat verschillende delen gebruiken van de hersenen.
Helpt met het ruimtelijk inzicht.
Is goed voor het geheugen
" "4 1 2 3" 4
1 2022-06-15 BIB 6626643 29.45 No-SSI 1 Metro 803 1 Nee 3 "door het laten zinken van de wagons hoeft er geen andere manier van verwerking plaats te vinden
ontstaan rif(?) op de bodem van de oceaan
hierdoor komt er plankton en zeefauna 
meer vissen worden aangetrokken
het kunnen leven op de bodem wordt makkelijker " 35 "door het laten zinken van de wagons hoeft er geen andere manier van verwerking plaats te vinden
ontstaan rif(?) op de bodem van de oceaan
hierdoor komt er plankton en zeefauna 
meer vissen worden aangetrokken
het kunnen leven op de bodem wordt makkelijker" "1 2 3 4 0" 4
1 2022-06-15 BIB 6626643 29.45 No-SSI 1 Botox 811 2 Ja 1 "er raken spiertjes in je gezicht verlamd
hierdoor gaan de rimpels in je huid weg
gezichtsuitdrukking kan veranderen
kan er jonger uit gaan zien" 37 NA "1 2 4 3" 4
1 2022-06-15 BIB 6626643 29.45 No-SSI 1 Suez 923 3 Nee 2 "de handel moest sneller kunnen gaan tussen Jeddah en Rotterdam
?
het suezkanaal is aangelegd
hoeft nu een minder lange afstand af te varen om naar elkaar toe te handelen
" 39 "de handel moest sneller kunnen gaan tussen Jeddah en Rotterdam
?
het suezkanaal is aangelegd
hoeft nu een minder lange afstand af te varen om naar elkaar toe te handelen
" "3 0 4 2" 3
1 2022-06-15 BIB 6626643 29.45 No-SSI 2 Geld 334 4 Ja 0 "lottowinnaars hun verleden waren veel leuker
?
je raakt gewend aan het luxeleven
geld maakt voor een kortere tijd gelukkig" 74 NA "0 0 3 4" 2
1 2022-06-15 BIB 6626643 29.45 No-SSI 2 Muziek 332 5 Nee 2 "zorgt voor ontwikkeling in verschillende hersengebieden
het ontwikkelt je wiskunde vaardigheden
het zorgt voor het ophalen van herrineringen
je scoort beter op iq testen" 76 "zorgt voor ontwikkeling in verschillende hersengebieden
het ontwikkelt je wiskunde vaardigheden
het zorgt voor het ophalen van herrineringen
je scoort beter op iq testen" "1 2 3 4" 4
1 2022-06-15 BIB 6626643 29.45 No-SSI 2 Beton 329 6 Ja 1 "
het beton is uitdrogend
dit zorgt ervoor dat de gebouwen steeds kleiner worden

liften moeten gerenoveerd worden" 78 "
het beton is uitdrogend
dit zorgt ervoor dat de gebouwen steeds kleiner worden

liften moeten gerenoveerd worden" "2 3 Given" 2
1 2022-06-15 BIB 6626645 23.75 SSI 1 Metro 524 1 Nee 3 "die wagons moesten niet op een andere (meer vervuilend manier) opgeruimd worden
er ontsont een kunstmatige rief
waardoor meer zee flora en fauna
waardoor meer vissen " 47 "die wagons moesten niet op een andere (meer vervuilend manier) opgeruimd worden
er ontsont een kunstmatige rief
waardoor meer zee flora en fauna
waardoor meer vissen" "1 2 3 4" 4
1 2022-06-15 BIB 6626645 23.75 SSI 1 Muziek 501 2 Ja 1 "het kan herinneringen om hoog brengen
?
?
?" 49 "het kan herinneringen om hoog brengen
?
?
?" "3 0 0 0" 1
1 2022-06-15 BIB 6626645 23.75 SSI 1 Botox 508 3 Nee 2 "je kan je spier niet meer aantreken
je lijkt jonger
je gezichtsuitdrukkingen veranderen 
een klein deel van jou gezicht wordt verlamd" 51 NA "1 3 4 0" 3
1 2022-06-15 BIB 6626645 23.75 SSI 2 Suez 542 4 Nee 1 "Een woenstij door belangerijke handels route
moest langs africa om te handelen met europ
moet een snellere route vinden 
graven de suexkanaal" 86 "Een woenstij door belangerijke handels route
moest langs africa om te handelen met europ
moet een snellere route vinden 
graven de suexkanaal" "0 2 3 4" 3
1 2022-06-15 BIB 6626645 23.75 SSI 2 Geld 487 5 Ja 0 "?
?
?
?" 88 "?
?
?
?" "0 0 0 0 0 0" 0
1 2022-06-15 BIB 6626645 23.75 SSI 2 Beton 482 6 Ja 0 "er is verwarming
waardoor het beton uitdroogt
dus het krimpt
?" 90 NA "1 2 3 0" 3
1 2022-06-15 BIB 6626646 32.0833333333333 SSI 1 Beton 752 1 Nee 3 "In veel betonnen gebouwen zit centrale verwarming,
dit droogt het beton uit,
het beton begint te krimpen en de liften blijven in deze gebouwen hangen,
de lift moet gerenoveerd worden.
" 47 "In veel betonnen gebouwen zit centrale verwarming,
dit droogt het beton uit,
het beton begint te krimpen en de liften blijven in deze gebouwen hangen,
de lift moet gerenoveerd worden.
" "1 2 3 4 Given" 4
1 2022-06-15 BIB 6626646 32.0833333333333 SSI 1 Metro 765 2 Ja 3 "Door het zinken hoeft het afval niet meer worden verwijderd,
en wordt er kunstmatig rif aangelegt,
meer plankton en ander rif ontstaat in de zee en
hier worden er meer en verschillende soorten vissen tot aangetrokken." 49 "Door het zinken hoeft het afval niet meer worden verwijderd,
en wordt er kunstmatig rif aangelegt,
meer plankton en ander rif ontstaat in de zee en
hier worden er meer en verschillende soorten vissen tot aangetrokken." "1 2 3 4" 4
1 2022-06-15 BIB 6626646 32.0833333333333 SSI 1 Botox 819 3 Ja 2 "De spieren ontspannen en raken verlamd,
rimpels verdwijnen,
de expressies (kunnen) veranderen en
deze mensen ziet er jonger uit." 51 "De spieren ontspannen en raken verlamd,
rimpels verdwijnen,
de expressies (kunnen) veranderen en
deze mensen ziet er jonger uit." "1 2 4 3" 4
1 2022-06-15 BIB 6626646 32.0833333333333 SSI 2 Muziek 513 4 Nee 3 "Er worden verschillende gedeletes in je hersenen gebruikt,
je bouwt wiskundige vaardigheden op,
je herinnerd beter en
je iq score is hoger." 86 "Er worden verschillende gedeletes in je hersenen gebruikt,
je bouwt wiskundige vaardigheden op,
je herinnerd beter en
je iq score is hoger." "1 2 3 4" 4
1 2022-06-15 BIB 6626646 32.0833333333333 SSI 2 Suez 566 5 Nee 3 "Er was/is geen natuurlijke verbinding tussen de Indische en Atlantische Oceaan,
reizigers moesten helemaal om Afrika heen reizen,
er moest daarom een verkorting komen en
het kanaal is door arbeids aan gewerkt." 88 "Er was/is geen natuurlijke verbinding tussen de Indische en Atlantische Oceaan,
reizigers moesten helemaal om Afrika heen reizen,
er moest daarom een verkorting komen en
het kanaal is door arbeids aan gewerkt." "1 2 3 4" 4
1 2022-06-15 BIB 6626646 32.0833333333333 SSI 2 Geld 575 6 Ja 1 "Mensen kunnen niet lang afgeleid zijn van gevaar,
ze kunnen alleen kort heel gelukkig zijn of ongelukkig,
we wennen aan luxe en
geld maakt dus niet gelukkig." 90 NA "1 2 3 4" 4
1 2022-06-15 BIB 6626648 43.9166666666667 SSI 1 Suez 1260 1 Ja 3 "er was geen natuurlijke verbinding tussen de indoische en atlantische oceaan
er moest omgevaren worden langs een afrikaans continent
de route moest korter worden
het suezkanaal werd gegraven" 47 NA "1 2 3 4" 4
1 2022-06-15 BIB 6626648 43.9166666666667 SSI 1 Geld 1181 2 Ja 3 "je moet op gevaar kunnen letten
je kan maar een kort gevoel van geluk of ongeluk hebben
je went snel aan luxe
je bent snel gewend aan het geld en bent niet lang gelukkig" 49 "je moet op gevaar kunnen letten
je kan maar een kort gevoel van geluk of ongeluk hebben
je went snel aan luxe
je bent snel gewend aan het geld en bent niet lang gelukkig" "1 2 3 4" 4
1 2022-06-15 BIB 6626648 43.9166666666667 SSI 1 Muziek 1165 3 Nee 3 "
je gebruikt verschillende hersengebieden als je muziek speelt leest en leert
je wikundige vaardigheden worden beter
je scoort hoger op iq testen
je kan dingen beter herinneren" 51 "
je gebruikt verschillende hersengebieden als je muziek speelt leest en leert
je wikundige vaardigheden worden beter
je scoort hoger op iq testen
je kan dingen beter herinneren" "1 2 4 3" 4
1 2022-06-15 "Time out of bounce" 6626648 43.9166666666667 SSI 2 Metro 650 4 Ja 2 "het afval hoeft niet verder verwerkt te worden
er kwam een kunstmatig rif
meer zeefauna en plankton
meer zeevissen" 86 "het afval hoeft niet verder verwerkt te worden
er kwam een kunstmatig rif
meer zeefauna en plankton
meer zeevissen" "1 2 3 4" 4
1 2022-06-15 "Time out of bounce" 6626648 43.9166666666667 SSI 2 Botox 672 5 Ja 3 "spieraanspanningen onder de huid worden verlamd
rimpels die in het gezicht zijn ontstaan door spieraanspanningen worden tijdelijk verlamd
je lijkt jonger door minder rimpels
je gezichtsuitdrukking kan ongewenst veranderen" 88 "spieraanspanningen onder de huid worden verlamd
rimpels die in het gezicht zijn ontstaan door spieraanspanningen worden tijdelijk verlamd
je lijkt jonger door minder rimpels
je gezichtsuitdrukking kan ongewenst veranderen" "1 2 3 4" 4
1 2022-06-15 "Time out of bounce" 6626648 43.9166666666667 SSI 2 Beton 640 6 Ja 3 "er wordt gebruik gemaakt van een centrale verwarming
het beton krimpt als het warm wordt
de gebrouwen worden kleiner
de lift blijft hangen" 90 "er wordt gebruik gemaakt van een centrale verwarming
het beton krimpt als het warm wordt
de gebrouwen worden kleiner
de lift blijft hangen" "1 3 0 4" 3
1 2022-06-15 BIB 6626650 34.1166666666667 No-SSI 1 Muziek 769 1 Ja 2 "door het spelen en lezen van muziek moet je meerdere hersendelen gebruiken
hoger iq 
herineringen ophalen gaat makkelijker
beter in wiskunde vaardigheid" 35 "door het spelen en lezen van muziek moet je meerdere hersendelen gebruiken
hoger iq 
herineringen ophalen gaat makkelijker
beter in wiskunde vaardigheid" "1 4 3 2" 4
1 2022-06-15 BIB 6626650 34.1166666666667 No-SSI 1 Suez 775 2 Nee 3 "geen natuurlijke connectie tussen de middenlandse zee en de Indische zee
schepen moesten om heel Afrika heen varen
tijdelijke waterwegen waren nodig 
het Suezkanaal werd gelegd " 37 "geen natuurlijke connectie tussen de middenlandse zee en de Indische zee
schepen moesten om heel Afrika heen varen
tijdelijke waterwegen waren nodig 
het Suezkanaal werd gelegd" "1 2 3 4" 4
1 2022-06-15 BIB 6626650 34.1166666666667 No-SSI 1 Beton 764 3 Ja 2 "gebouwen met een centrale verwarming
beton droogt op
beton krimpt
liften lopen vast" 39 NA "1 2 3 4" 4
1 2022-06-15 BIB 6626650 34.1166666666667 No-SSI 2 Botox 646 4 Ja 3 "botox is gif
botox ontspant spieren
gezicht lijkt jonger 
je gezichtsuitdrukking kan veranderen" 74 "botox is gif
botox ontspant spieren
gezicht lijkt jonger 
je gezichtsuitdrukking kan veranderen" "1 3 4" 3
1 2022-06-15 BIB 6626650 34.1166666666667 No-SSI 2 Metro 602 5 Nee 2 "afval hoeft niet op andere manieren weggehaald te worden
kunstmatig rif aangelegd 
meer plankton 
meer vis" 76 "afval hoeft niet op andere manieren weggehaald te worden
kunstmatig rif aangelegd 
meer plankton 
meer vis" "1 2 3 4" 4
1 2022-06-15 BIB 6626650 34.1166666666667 No-SSI 2 Geld 623 6 Ja 2 "mensen kunnen niet lang gelukkig of ongelukkig zijn door gevaar
mensen wennen snel aan luxe 
op lange termein zijn mensen niet gelukkig door geld 
loterijwinnaars zien niet gelukkig" 78 NA "2 3 4 Given" 3
1 2022-06-15 BIB 6626652 28.25 No-SSI 1 Muziek 579 1 Ja 4 "door muziek kan je geheugens opbrengen
door muziek kan je een hoger IQ krijgen
door muziek kan je beter zijn in wiskunde sommen
muziek stimuleerdt meerdere delen in je hersenen" 35 "door muziek kan je geheugens opbrengen
door muziek kan je een hoger IQ krijgen
door muziek kan je beter zijn in wiskunde sommen
muziek stimuleerdt meerdere delen in je hersenen" "3 4 2 1" 4
1 2022-06-15 BIB 6626652 28.25 No-SSI 1 Metro 535 2 Ja 1 "koraal op de bodem geplaatst
meer plankton
meer vissen door de plankton
?" 37 NA "0 3 4 0" 2
1 2022-06-15 BIB 6626652 28.25 No-SSI 1 Suez 598 3 Ja 2 "eerts moesten de schepen om Afrika heen varen
toen kwam het idee om een kanaal te maken
iets met water nogwates
kanaal werdt uitgegraven" 39 "eerts moesten de schepen om Afrika heen varen
toen kwam het idee om een kanaal te maken
iets met water nogwates
kanaal werdt uitgegraven" "2 0 0 4" 2
1 2022-06-15 BIB 6626652 28.25 No-SSI 2 Botox 664 4 Ja 1 "de gespannen spieren en zenuwen ontspannen 
hierdoor kan de huid glader worden
je kan er jonger uit zien
je gezichtsuitdrukkingen kunnen veranderen" 74 "de gespannen spieren en zenuwen ontspannen 
hierdoor kan de huid glader worden
je kan er jonger uit zien
je gezichtsuitdrukkingen kunnen veranderen" "0 2 3 4" 3
1 2022-06-15 BIB 6626652 28.25 No-SSI 2 Beton 624 5 Ja 2 "in betonen gebouwen zit vaak een kachel
het beton kan hierdoor uitdrogen
het beton krimpt
de liften blijven hangen" 76 "in betonen gebouwen zit vaak een kachel
het beton kan hierdoor uitdrogen
het beton krimpt
de liften blijven hangen" "1 2 3 4" 4
1 2022-06-15 BIB 6626652 28.25 No-SSI 2 Geld 579 6 Ja 2 "mensen wennen snel aan luxe
geld maakt maar voor een korte tijd geluk
?
?" 78 NA "3 4 0 0" 2
1 2022-06-15 BIB 6626653 22.95 No-SSI 1 Metro 454 1 Nee 4 "afval hoeft niet meer op een andere manier te worden verwerkt
kunstmatig rif aangelegt
meer plankton en zeefauna
meer andere vissen" 35 NA "1 2 3 4" 4
1 2022-06-15 BIB 6626653 22.95 No-SSI 1 Muziek 445 2 Ja 3 "je gebruikt verschillende hersendelen
hogere score op een iq test
betere wiskunde vaardigheden
